Gm#,Date,Boxscore,Tm,Location,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,PA,AB,R.1,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,ROE,IBB,BAbip,LOB,#,Player,T,GmSc,Season,IP,Pit,Str,StL,StS,Pitchers Used (Rest-GameScore-Dec)
1,2022-04-07,boxscore,ARI,,SDP,W-wo,4,2,,1-0,1,up 0.5,Mantiply,Suarez,,0.1375,N,35508.0,0.98,+,,34,26,4,3,0,0,1,3,0,0,7,6,0.115,0.324,0.231,0.554,6,1,1,0,0,0,0,0.105,6,12,Yu Darvish,R,71,2022,9.0,165,102,34,10,"M.Bumgarner (99-51), L.Weaver (99), S.Poppen (99), Ó.Pérez (99), N.Ramirez 
(99), J.Mantiply (99-W)"
2,2022-04-08,boxscore,ARI,,SDP,L,0,3,,44927,3,0.5,Manaea,Pérez,Rogers,0.1138888889,N,17297.0,1.06,-,,30,29,0,2,0,0,0,0,0,0,1,8,0.091,0.219,0.145,0.364,2,0,0,0,0,0,0,0.095,3,11,Sean Manaea,L,83,2022,9.0,141,97,26,20,"M.Kelly (99-59), J.Wendelken (99), Ó.Pérez (0-L), S.Poppen (0), 
H.Castellanos (99)"
3,2022-04-09,boxscore,ARI,,SDP,L,2,5,,44928,5,1,Wilson,Kennedy,Rogers,0.1194444444,N,19504.0,0.96,--,,33,31,2,5,2,0,1,2,0,0,2,10,0.116,0.216,0.209,0.426,10,1,0,0,0,0,0,0.2,4,10,Joe Musgrove,R,62,2022,9.0,153,90,30,12,"Z.Davies (99-50), J.Mantiply (1), N.Ramirez (1), I.Kennedy (99-L), 
M.Melancon (99)"
4,2022-04-10,boxscore,ARI,,SDP,L,5,10,,44929,5,2,Adams,Smith,,0.1354166667,D,19089.0,0.93,---,,39,30,5,5,1,0,2,5,1,0,9,10,0.129,0.257,0.259,0.516,12,2,0,0,0,0,0,0.167,7,10,Nabil Crismatt,R,58,2022,9.0,178,105,38,20,"C.Smith (99-30-L), C.Martin (99), H.Castellanos (1), K.Nelson (99), C.Kelly 
(99)"
5,2022-04-12,boxscore,ARI,,HOU,L,1,2,,44930,5,3,Neris,Melancon,Pressly,0.1388888889,N,17674.0,0.78,----,,36,30,1,4,1,0,1,1,0,0,5,7,0.13,0.257,0.26,0.518,8,0,0,1,0,0,0,0.136,8,13,Luis Garcia,R,57,2022,9.0,134,79,22,7,"M.Bumgarner (4-53), N.Ramirez (2), J.Wendelken (3), J.Mantiply (2), 
I.Kennedy (2), M.Melancon (2-L)"
6,2022-04-13,boxscore,ARI,,HOU,W-wo,3,2,10.0,44961,5,2.5,Pérez,Pressly,,0.1597222222,D,12660.0,0.75,+,,47,33,3,6,0,0,0,3,2,0,9,13,0.14,0.286,0.246,0.532,6,0,3,1,1,1,0,0.286,17,13,Framber Valdez,L,49,2022,10.0,138,88,24,11,"M.Kelly (4-66), K.Nelson (2-H), S.Poppen (4-BS), I.Kennedy (0), M.Melancon 
(0), N.Ramirez (0), Ó.Pérez (4-W)"
7,2022-04-15,boxscore,ARI,@,NYM,L,3,10,,44962,5,3,Bassitt,Davies,,0.1416666667,D,43820.0,0.79,-,,35,29,3,3,2,0,1,3,0,1,5,11,0.135,0.282,0.25,0.532,8,0,1,0,0,0,0,0.118,5,12,Chris Bassitt,R,68,2022,8.0,158,97,23,11,"Z.Davies (5-32-L), J.Wendelken (2), C.Smith (4)"
8,2022-04-16,boxscore,ARI,@,NYM,W,3,2,,44990,5,3,Poppen,Rodríguez,Melancon,0.1333333333,D,37935.0,0.77,+,,40,36,3,9,2,0,1,3,2,0,4,16,0.152,0.288,0.27,0.558,14,0,0,0,0,0,2,0.421,10,10,Carlos Carrasco,R,67,2022,9.0,131,84,14,21,"Z.Gallen (99-59), K.Nelson (2), S.Poppen (2-W), J.Mantiply (3-H), I.Kennedy 
(2-H), M.Melancon (2-S)"
9,2022-04-17,boxscore,ARI,@,NYM,L,0,5,,44991,5,4,Shreve,Ramirez,,0.1243055556,D,24515.0,0.8,-,,36,32,0,5,2,0,0,0,0,0,4,10,0.152,0.284,0.264,0.548,7,0,0,0,0,0,0,0.227,9,11,David Peterson,L,59,2022,8.0,138,81,26,3,"H.Castellanos (6-58), K.Nelson (0), N.Ramirez (3-L), Ó.Pérez (3), M.Peacock 
(99)"
10,2022-04-19,boxscore,ARI,@,WSN,L,1,6,,44992,5,5,Gray,Bumgarner,,0.1305555556,D,9261.0,0.75,--,,34,31,1,6,2,0,1,1,0,1,3,12,0.156,0.282,0.274,0.555,11,1,0,0,0,0,0,0.278,6,11,Josiah Gray,R,64,2022,8.0,138,88,20,16,"M.Bumgarner (6-60-L), J.Wendelken (3), Ó.Pérez (1), M.Peacock (1)"
11,2022-04-19,boxscore,ARI,@,WSN,L,0,1,,44993,5,5,Adon,Gilbert,Rainey,0.1048611111,N,11720.0,0.72,---,,35,32,0,5,1,0,0,0,0,0,3,9,0.156,0.277,0.265,0.543,6,0,0,0,0,0,0,0.217,8,12,Joan Adon,R,70,2022,8.0,97,69,22,8,"T.Gilbert (99-61-L), S.Poppen (2), J.Mantiply (2)"
12,2022-04-20,boxscore,ARI,@,WSN,W,11,2,,45024,5,5,Kelly,Fedde,,0.1333333333,N,15774.0,0.68,+,,42,35,11,10,2,0,1,10,1,0,4,4,0.168,0.282,0.281,0.563,15,1,0,0,3,2,0,0.273,4,12,Erick Fedde,R,20,2022,9.0,150,100,30,16,"M.Kelly (6-60-W), C.Martin (9), K.Nelson (2)"
13,2022-04-21,boxscore,ARI,@,WSN,W,4,3,,45054,5,4.5,Davies,Rogers,Melancon,0.125,D,14424.0,0.73,++,,39,35,4,9,1,0,3,4,0,1,2,8,0.176,0.287,0.303,0.59,19,0,2,0,0,0,0,0.25,8,14,Josh Rogers,L,36,2022,9.0,125,80,20,12,"Z.Davies (5-60-W), J.Mantiply (1-H), N.Ramirez (3-H), I.Kennedy (4-H), 
M.Melancon (4-S)"
14,2022-04-22,boxscore,ARI,,NYM,L,5,6,10.0,45055,5,5.5,Díaz,Melancon,Lugo,0.1451388889,N,20939.0,0.79,-,,40,36,5,8,3,0,2,5,0,0,3,11,0.18,0.286,0.317,0.603,17,0,0,0,1,0,0,0.25,6,13,David Peterson,L,61,2022,10.0,160,103,27,17,"Z.Gallen (5-65), Ó.Pérez (2), J.Wendelken (2), E.Uceta (99), N.Ramirez (0), 
M.Melancon (0-L)"
15,2022-04-23,boxscore,ARI,,NYM,W,5,2,,45086,5,4.5,Castellanos,Williams,Mantiply,0.1381944444,N,25413.0,0.69,+,,38,34,5,11,2,1,0,5,1,0,3,7,0.19,0.291,0.326,0.617,15,0,0,0,1,0,0,0.393,9,10,Trevor Williams,R,26,2022,9.0,141,99,28,11,"H.Castellanos (5-55-W), N.Ramirez (0-H), K.Nelson (2-H), I.Kennedy (1-H), 
J.Mantiply (1-S)"
16,2022-04-24,boxscore,ARI,,NYM,L,2,6,,45087,5,5.5,Megill,Wendelken,,0.1222222222,D,23570.0,0.74,-,,34,33,2,6,2,0,1,2,0,0,1,9,0.189,0.286,0.326,0.613,11,0,0,0,0,0,0,0.217,5,12,Tylor Megill,R,62,2022,9.0,144,94,34,9,"M.Bumgarner (4-61), J.Wendelken (1-L), E.Uceta (1), T.Widener (99), Ó.Pérez 
(1), C.Martin (3)"
17,2022-04-25,boxscore,ARI,,LAD,L,0,4,,45088,5,6.5,Buehler,Kelly,,0.10625,N,17750.0,0.71,--,,31,30,0,3,0,0,0,0,0,0,0,10,0.185,0.279,0.314,0.592,3,0,1,0,0,0,0,0.15,4,13,Walker Buehler,R,91,2022,9.0,148,95,22,15,"M.Kelly (4-48-L), T.Gilbert (5)"
18,2022-04-26,boxscore,ARI,,LAD,W,5,3,,45118,5,6,Kennedy,Graterol,Melancon,0.1201388889,N,18063.0,0.67,+,,33,29,5,4,1,0,1,4,0,0,3,10,0.182,0.277,0.312,0.588,8,0,1,0,0,1,0,0.167,4,12,Tony Gonsolin,R,50,2022,9.0,142,80,28,11,"Z.Davies (4-41), K.Nelson (2), J.Wendelken (1), J.Mantiply (2), I.Kennedy 
(2-W), M.Melancon (3-S)"
19,2022-04-27,boxscore,ARI,,LAD,W,3,1,,45149,5,5,Kennedy,Hudson,Melancon,0.1083333333,D,15138.0,0.7,++,,31,26,3,2,0,0,1,2,0,0,4,4,0.178,0.273,0.307,0.58,5,1,0,1,0,1,0,0.048,4,10,Julio Urías,L,68,2022,9.0,127,78,21,14,"Z.Gallen (4-71), N.Ramirez (3-H), I.Kennedy (0-BW), M.Melancon (0-S)"
20,2022-04-28,boxscore,ARI,@,STL,L,3,8,,45150,5,5.5,Hudson,Castellanos,,0.1256944444,N,33464.0,0.75,-,,37,33,3,6,2,0,1,3,0,0,4,7,0.178,0.273,0.308,0.581,11,0,0,0,0,0,0,0.2,7,9,Dakota Hudson,R,71,2022,8.0,156,103,22,13,"H.Castellanos (4-25-L), C.Martin (3), T.Widener (3), T.Holton (99)"
21,2022-04-29,boxscore,ARI,@,STL,W,6,2,,45181,5,5,Bumgarner,Wainwright,,0.1416666667,N,40753.0,0.68,+,,40,33,6,9,3,0,0,6,0,0,6,8,0.183,0.279,0.311,0.589,12,2,0,0,1,0,0,0.346,7,11,Adam Wainwright,R,51,2022,9.0,153,100,30,13,"M.Bumgarner (4-58-W), L.Frías (99-H), N.Ramirez (1-H), J.Mantiply (2), 
I.Kennedy (1)"
22,2022-04-30,boxscore,ARI,@,STL,W,2,0,,45211,5,4.5,Kelly,Mikolas,Kennedy,0.1097222222,D,40144.0,0.71,++,,33,33,2,5,1,0,2,2,1,0,0,8,0.181,0.273,0.313,0.587,12,1,0,0,0,2,0,0.13,4,12,Miles Mikolas,R,69,2022,9.0,136,91,21,15,"M.Kelly (4-77-W), N.Ramirez (0-H), I.Kennedy (0-S)"
23,2022-05-01,boxscore,ARI,@,STL,L,5,7,,45212,5,5,Whitley,Middleton,Helsley,0.1347222222,D,45123.0,0.74,-,,37,33,5,7,1,1,4,5,0,1,3,12,0.182,0.274,0.329,0.604,22,0,1,0,0,0,0,0.176,5,10,Jordan Hicks,R,50,2022,8.0,155,104,26,14,"Z.Davies (4-58), T.Widener (2-H), K.Nelson (4-H), K.Middleton (99-BL), 
C.Smith (15)"
24,2022-05-02,boxscore,ARI,@,MIA,W,5,4,,45243,5,4.5,Gallen,López,Kennedy,0.14375,N,6224.0,0.7,+,,37,34,5,9,2,0,1,5,1,1,3,12,0.186,0.277,0.333,0.609,14,1,0,0,0,0,0,0.381,5,9,Pablo López,R,43,2022,9.0,157,100,30,13,"Z.Gallen (4-60-W), N.Ramirez (1), J.Mantiply (2-H), I.Kennedy (1-S)"
25,2022-05-03,boxscore,ARI,@,MIA,W,5,4,,45273,5,4.5,Castellanos,Rogers,Mantiply,0.1416666667,N,6263.0,0.76,++,,40,36,5,9,3,0,2,5,1,0,4,10,0.189,0.279,0.34,0.619,18,0,0,0,0,0,0,0.292,8,10,Trevor Rogers,L,33,2022,9.0,163,101,27,20,"H.Castellanos (4-65-W), K.Nelson (1), L.Frías (3), C.Smith (1-H), 
K.Middleton (1-H), J.Mantiply (0-S)"
26,2022-05-04,boxscore,ARI,@,MIA,W,8,7,,13-13,5,4.5,Middleton,Bender,Kennedy,0.1423611111,D,7356.0,0.85,+++,,40,34,8,9,1,1,2,7,0,0,5,11,0.192,0.282,0.348,0.63,18,0,0,1,0,0,0,0.333,5,12,Elieser Hernández,R,32,2022,9.0,160,101,18,21,"M.Bumgarner (4-47), C.Martin (5), K.Nelson (0-H), N.Ramirez (1-H), 
J.Mantiply (0-BS), K.Middleton (0-W), I.Kennedy (1-S)"
27,2022-05-06,boxscore,ARI,,COL,W,4,1,,14-13,5,4,Kelly,Estévez,Melancon,0.1159722222,N,18551.0,0.9,++++,,34,29,4,6,1,0,2,4,0,0,4,7,0.193,0.282,0.352,0.634,13,0,0,0,1,0,0,0.19,6,10,Chad Kuhl,R,65,2022,9.0,114,79,15,9,"M.Kelly (5-72-W), M.Melancon (8-S)"
28,2022-05-07,boxscore,ARI,,COL,L,1,4,,14-14,5,5.5,Colomé,Melancon,Bard,0.1381944444,N,24133.0,0.99,-,,37,31,1,6,1,0,0,1,3,0,6,6,0.193,0.284,0.347,0.631,7,1,0,0,0,0,1,0.24,9,9,Kyle Freeland,L,65,2022,9.0,148,100,20,19,"Z.Davies (5-71), J.Mantiply (2), I.Kennedy (2), M.Melancon (0-BL), K.Nelson 
(2)"
29,2022-05-08,boxscore,ARI,,COL,W,4,0,,15-14,5,5.5,Gallen,Márquez,,0.1138888889,D,19323.0,0.88,+,,34,29,4,8,3,0,0,3,0,1,4,9,0.195,0.286,0.348,0.635,11,0,0,1,0,0,0,0.4,6,9,Germán Márquez,R,49,2022,9.0,115,78,21,10,"Z.Gallen (5-74-W), N.Ramirez (3), J.Mantiply (0)"
30,2022-05-09,boxscore,ARI,,MIA,W,4,3,,16-14,5,4.5,Nelson,Hernández,Melancon,0.1180555556,N,11571.0,0.86,++,,34,31,4,7,2,0,1,4,1,0,3,9,0.196,0.287,0.349,0.636,12,1,0,0,0,1,0,0.286,6,12,Elieser Hernández,R,46,2022,9.0,123,83,21,13,"H.Castellanos (5-51), K.Nelson (1-W), N.Ramirez (0-H), I.Kennedy (1-H), 
M.Melancon (1-S)"
31,2022-05-10,boxscore,ARI,,MIA,W,9,3,,17-14,4,4.5,Bumgarner,Luzardo,,0.1368055556,N,8855.0,0.94,+++,,39,33,9,11,3,0,1,8,0,1,6,9,0.201,0.292,0.355,0.647,17,1,0,0,0,0,0,0.435,6,9,Jesús Luzardo,L,40,2022,9.0,144,98,26,13,"M.Bumgarner (5-57-W), J.Wendelken (13), K.Middleton (5), C.Smith (6)"
32,2022-05-11,boxscore,ARI,,MIA,L,3,11,,17-15,4,4.5,Bass,Melancon,,0.1236111111,D,9058.0,0.94,-,,34,31,3,4,0,0,2,3,1,0,3,8,0.199,0.289,0.354,0.643,10,0,0,0,0,0,0,0.095,4,10,Sandy Alcantara,R,72,2022,9.0,168,121,20,23,"M.Kelly (4-43), C.Smith (0), M.Melancon (1-L), J.Wendelken (0)"
33,2022-05-13,boxscore,ARI,,CHC,W,4,3,,18-15,4,3,Davies,Smyly,Melancon,0.1222222222,N,21765.0,0.94,+,,37,35,4,12,4,1,0,3,1,0,1,7,0.203,0.292,0.359,0.651,18,1,1,0,0,0,0,0.429,9,11,Drew Smyly,L,39,2022,9.0,142,84,26,8,"Z.Davies (5-53-W), K.Nelson (3-H), I.Kennedy (3-H), M.Melancon (1-S)"
34,2022-05-14,boxscore,ARI,,CHC,L,2,4,,18-16,4,3,Givens,Melancon,Wick,0.1402777778,N,25169.0,0.94,-,,39,35,2,8,2,0,0,2,0,0,3,10,0.204,0.293,0.357,0.649,10,0,1,0,0,0,0,0.32,10,12,Kyle Hendricks,R,55,2022,9.0,158,103,33,20,"Z.Gallen (5-72), N.Ramirez (4), J.Mantiply (5), M.Melancon (0-L), 
J.Wendelken (2)"
35,2022-05-15,boxscore,ARI,,CHC,L,2,3,,18-17,4,4,Effross,Kennedy,Wick,0.1284722222,D,23309.0,0.92,--,,34,32,2,6,0,1,0,1,0,1,2,11,0.204,0.291,0.354,0.645,8,1,0,0,0,1,0,0.286,5,11,Justin Steele,L,68,2022,9.0,155,107,28,22,"H.Castellanos (5-54), K.Middleton (4), K.Nelson (1), N.Ramirez (0), 
J.Mantiply (0), I.Kennedy (1-L), C.Smith (3)"
36,2022-05-16,boxscore,ARI,@,LAD,L,4,5,,18-18,4,5,Gonsolin,Bumgarner,Kimbrel,0.1222222222,N,42650.0,0.97,---,,35,31,4,5,1,0,2,4,0,0,3,11,0.203,0.289,0.355,0.644,12,1,0,0,1,1,0,0.158,4,12,Tony Gonsolin,R,63,2022,8.0,152,91,25,10,"M.Bumgarner (5-42-L), S.Poppen (26), J.Wendelken (1), K.Middleton (0)"
37,2022-05-17,boxscore,ARI,@,LAD,L,6,7,,18-19,4,7,White,Gilbert,Kimbrel,0.1319444444,D,42089.0,0.92,----,,39,33,6,6,0,0,2,6,0,1,6,14,0.202,0.29,0.355,0.645,12,0,0,0,0,0,0,0.235,6,11,Ryan Pepiot,R,48,2022,8.0,139,93,23,12,"T.Gilbert (21-35-L), J.Wendelken (0), K.Nelson (1), C.Smith (1)"
38,2022-05-17,boxscore,ARI,@,LAD,L,3,12,,18-20,4,7,Anderson,Kelly,,0.1145833333,N,46850.0,0.88,-----,,36,36,3,11,0,0,2,3,0,0,0,8,0.205,0.29,0.358,0.649,17,2,0,0,0,0,0,0.346,6,9,Tyler Anderson,L,62,2022,8.0,143,91,25,13,"M.Kelly (5-12-L), C.Smith (0), E.Uceta (22)"
39,2022-05-18,boxscore,ARI,@,LAD,L,3,5,,18-21,5,8,Buehler,Davies,Hudson,0.1256944444,D,35643.0,0.79,------,,38,35,3,9,1,0,0,3,0,0,3,9,0.207,0.291,0.356,0.647,10,0,0,0,0,0,0,0.346,8,10,Walker Buehler,R,49,2022,8.0,132,80,20,10,"Z.Davies (4-30-L), J.Mantiply (2), I.Kennedy (2), N.Ramirez (2), M.Melancon 
(3)"
40,2022-05-19,boxscore,ARI,@,CHC,W,3,1,,19-21,5,7.5,Gallen,Stroman,Melancon,0.1319444444,N,32631.0,0.67,+,,34,32,3,6,1,0,1,3,1,0,1,11,0.206,0.289,0.355,0.645,10,0,0,1,0,0,0,0.25,4,9,Marcus Stroman,R,53,2022,9.0,151,100,27,10,"Z.Gallen (4-60-W), S.Poppen (2-H), J.Mantiply (0-H), I.Kennedy (0-H), 
M.Melancon (0-S)"
41,2022-05-20,boxscore,ARI,@,CHC,W,10,6,,20-21,4,7.5,Castellanos,Hendricks,,0.1291666667,D,31235.0,0.74,++,,42,37,10,12,1,0,7,10,0,0,4,7,0.209,0.292,0.371,0.663,34,0,0,1,0,0,0,0.217,5,9,Kyle Hendricks,R,24,2022,9.0,150,95,24,16,"H.Castellanos (4-50-W), C.Smith (2), N.Ramirez (1-H), S.Poppen (0)"
42,2022-05-21,boxscore,ARI,@,CHC,W,7,6,10.0,21-21,4,7.5,Kennedy,Wick,Melancon,0.1541666667,D,32269.0,0.76,+++,,44,39,7,11,2,0,1,6,1,0,5,15,0.211,0.294,0.372,0.666,16,1,0,0,0,0,0,0.435,8,11,Justin Steele,L,72,2022,10.0,148,105,30,18,"M.Bumgarner (4-58), J.Mantiply (1), J.Wendelken (3), I.Kennedy (1-W), 
M.Melancon (1-S)"
43,2022-05-22,boxscore,ARI,@,CHC,L,4,5,,21-22,4,7.5,Thompson,Kennedy,,0.1131944444,D,32606.0,0.81,-,,36,34,4,8,1,0,0,4,0,0,2,7,0.212,0.294,0.37,0.663,9,1,0,0,0,0,0,0.296,5,10,Wade Miley,L,49,2022,8.0,144,82,19,8,"M.Kelly (4-44), C.Smith (1), J.Wendelken (0-H), I.Kennedy (0-BL), S.Poppen 
(1)"
44,2022-05-23,boxscore,ARI,,KCR,W,9,5,,22-22,4,7.5,Wendelken,Greinke,,0.15,N,14629.0,0.75,+,,39,34,9,10,2,0,2,9,0,0,5,8,0.214,0.296,0.373,0.669,18,0,0,0,0,0,0,0.333,6,10,Zack Greinke,R,24,2022,9.0,181,116,30,19,"Z.Davies (4-27), J.Wendelken (0-W), C.Smith (0-H), N.Ramirez (2-H), 
J.Mantiply (1-H), S.Poppen (0-H), L.Frías (19)"
45,2022-05-24,boxscore,ARI,,KCR,W,8,6,,23-22,4,7.5,Ramirez,Clarke,Melancon,0.13125,N,12616.0,0.75,++,,38,30,8,9,2,0,4,7,0,0,8,11,0.216,0.299,0.382,0.681,23,2,0,0,0,0,0,0.333,6,11,Jonathan Heasley,R,46,2022,9.0,150,100,24,17,"Z.Gallen (4-32), J.Mantiply (0), N.Ramirez (0-W), I.Kennedy (1-H), 
M.Melancon (2-S)"
46,2022-05-26,boxscore,ARI,,LAD,L,1,14,,23-23,4,8,Bruihl,Castellanos,,0.1395833333,N,17057.0,0.94,-,,36,34,1,8,1,0,1,1,0,0,2,5,0.216,0.299,0.381,0.68,12,1,0,0,0,0,0,0.25,8,11,Mitch White,R,58,2022,9.0,198,129,26,13,"H.Castellanos (5-18-L), L.Frías (2), C.Smith (2), J.Hager (99)"
47,2022-05-27,boxscore,ARI,,LAD,L,4,6,,23-24,4,9,Graterol,Bumgarner,,0.1326388889,N,24865.0,0.84,--,,41,33,4,9,2,0,0,4,0,0,4,7,0.217,0.301,0.38,0.681,11,2,3,0,1,0,0,0.333,10,11,Ryan Pepiot,R,55,2022,9.0,144,87,21,13,"M.Bumgarner (5-39-L), J.Wendelken (3), T.Holton (28)"
48,2022-05-28,boxscore,ARI,,LAD,L,2,3,,23-25,4,10,Gonsolin,Kelly,Hudson,0.1333333333,D,30819.0,0.78,---,,33,32,2,5,2,2,0,2,0,0,1,12,0.216,0.299,0.379,0.678,11,0,0,0,0,0,0,0.25,4,10,Tony Gonsolin,R,63,2022,9.0,139,90,30,15,"M.Kelly (5-44-L), K.Nelson (10), S.Poppen (4), N.Ramirez (3), J.Mantiply (3)"
49,2022-05-29,boxscore,ARI,,LAD,L,1,3,,23-26,4,11,Anderson,Davies,Kimbrel,0.1159722222,D,30482.0,0.72,----,,37,33,1,8,1,1,0,1,0,0,2,11,0.217,0.299,0.378,0.677,11,2,1,1,0,0,0,0.364,9,11,Tyler Anderson,L,67,2022,9.0,123,78,20,11,"Z.Davies (5-51-L), C.Smith (2), J.Wendelken (1), S.Poppen (0)"
50,2022-05-30,boxscore,ARI,,ATL,W,6,2,,24-26,4,10,Gallen,Strider,,0.1201388889,N,20735.0,0.65,+,,34,31,6,7,3,0,1,6,0,0,3,9,0.217,0.299,0.379,0.678,13,0,0,0,0,1,0,0.286,4,9,Spencer Strider,R,44,2022,9.0,133,79,17,13,"Z.Gallen (5-51-W), N.Ramirez (1), I.Kennedy (5), M.Melancon (5)"
51,2022-05-31,boxscore,ARI,,ATL,W-wo,8,7,10.0,25-26,4,9,Melancon,Stephens,,0.1493055556,N,12686.0,0.67,++,,42,35,8,12,3,0,1,8,1,0,4,7,0.22,0.301,0.382,0.683,18,2,1,0,2,0,2,0.379,7,12,Charlie Morton,R,46,2022,10.0,139,89,19,12,"H.Castellanos (4-33), K.Nelson (2), J.Wendelken (1), J.Mantiply (2), 
S.Poppen (1), M.Melancon (0-W)"
52,2022-06-01,boxscore,ARI,,ATL,L,0,6,,25-27,4,9,Wright,Bumgarner,,0.1243055556,D,12370.0,0.75,-,,34,29,0,3,1,0,0,0,0,0,5,9,0.218,0.3,0.378,0.678,4,1,0,0,0,0,0,0.15,7,10,Kyle Wright,R,66,2022,9.0,177,112,24,18,"M.Bumgarner (4-54-L), N.Ramirez (1), C.Smith (2), P.Fry (20)"
53,2022-06-03,boxscore,ARI,@,PIT,W,8,6,,26-27,4,9.5,Kelly,Brubaker,Melancon,0.1354166667,N,16444.0,0.71,+,,44,37,8,10,3,0,5,7,0,0,4,6,0.219,0.301,0.386,0.687,28,0,2,0,1,1,0,0.185,9,9,JT Brubaker,R,26,2022,9.0,149,92,28,15,"M.Kelly (5-45-W), J.Mantiply (2-H), N.Ramirez (1), S.Poppen (2), J.Wendelken 
(2), M.Melancon (2-S)"
54,2022-06-04,boxscore,ARI,@,PIT,L-wo,1,2,,26-28,4,9.5,Stratton,Melancon,,0.1152777778,D,19149.0,0.76,-,,35,32,1,4,3,0,0,0,0,0,3,11,0.217,0.3,0.383,0.682,7,0,0,0,0,1,0,0.19,7,10,Roansy Contreras,R,65,2022,8.0,118,75,21,13,"Z.Davies (5-77), I.Kennedy (4-H), M.Melancon (0-BL)"
55,2022-06-05,boxscore,ARI,@,PIT,L,0,3,,26-29,4,9.5,Thompson,Gallen,Bednar,0.1222222222,D,11796.0,0.7,--,,34,32,0,5,0,0,0,0,0,0,2,10,0.216,0.298,0.379,0.677,5,0,0,0,0,0,0,0.227,7,12,Zach Thompson,R,61,2022,8.0,137,91,22,10,"Z.Gallen (5-55-L), K.Nelson (4), S.Poppen (1)"
56,2022-06-06,boxscore,ARI,@,CIN,L,0,7,7.0,26-30,4,10,Greene,Bumgarner,,0.09236111111,N,9485.0,0.61,---,,21,21,0,1,0,0,0,0,0,1,0,8,0.214,0.296,0.375,0.67,1,0,0,0,0,0,0,0.077,0,10,Hunter Greene,R,83,2022,6.2,139,84,27,5,"M.Bumgarner (4-37-L), T.Widener (35)"
57,2022-06-07,boxscore,ARI,@,CIN,L,8,14,,26-31,4,10,Ashcraft,Gilbert,,0.1333333333,N,11512.0,0.56,----,,38,36,8,10,3,0,2,8,0,0,1,6,0.215,0.296,0.378,0.674,19,0,1,0,0,0,0,0.286,3,10,Graham Ashcraft,R,70,2022,8.0,174,111,21,23,"T.Gilbert (20-19-L), C.Smith (5), J.Wendelken (3), N.Ramirez (3), J.Hager 
(11)"
58,2022-06-08,boxscore,ARI,@,CIN,W,7,0,,27-31,4,10,Kelly,Minor,,0.1375,N,11957.0,0.53,+,,44,38,7,11,2,1,3,7,1,0,5,12,0.217,0.298,0.383,0.681,24,0,1,0,0,0,1,0.348,10,10,Mike Minor,L,46,2022,9.0,134,92,18,22,"M.Kelly (4-72-W), S.Poppen (2), J.Mantiply (4), I.Kennedy (3)"
59,2022-06-09,boxscore,ARI,@,CIN,W,5,4,,28-31,4,10,Melancon,Santillan,Kennedy,0.1451388889,D,13167.0,0.57,++,,43,34,5,7,2,0,1,5,0,0,7,12,0.216,0.299,0.382,0.681,12,0,1,1,0,0,2,0.286,11,11,Tyler Mahle,R,66,2022,9.0,144,94,28,18,"Z.Davies (4-54), J.Wendelken (1), M.Melancon (4-W), I.Kennedy (0-S)"
60,2022-06-10,boxscore,ARI,@,PHI,L,5,7,,28-32,4,10,Gibson,Gallen,Knebel,0.1416666667,N,37423.0,0.66,-,,38,34,5,7,2,0,1,5,1,0,4,7,0.216,0.299,0.382,0.681,12,0,0,0,0,0,0,0.231,6,14,Kyle Gibson,R,53,2022,8.0,152,100,26,13,"Z.Gallen (4-22-L), E.Uceta (23), S.Poppen (1), K.Nelson (4), N.Ramirez (2)"
61,2022-06-11,boxscore,ARI,@,PHI,L,0,4,,28-33,4,10,Wheeler,Bumgarner,,0.1222222222,D,30820.0,0.63,--,,34,33,0,6,1,0,0,0,0,0,1,11,0.216,0.297,0.379,0.676,7,0,0,0,0,0,0,0.273,7,12,Zack Wheeler,R,76,2022,8.0,138,87,21,15,"M.Bumgarner (4-49-L), J.Wendelken (1), C.Smith (3)"
62,2022-06-12,boxscore,ARI,@,PHI,W,13,1,,29-33,4,9,Weaver,Suárez,,0.1597222222,D,41218.0,0.56,+,,50,38,13,12,2,1,1,11,0,0,11,4,0.218,0.301,0.381,0.683,19,2,1,0,0,0,0,0.333,10,11,Ranger Suárez,L,41,2022,9.0,158,99,23,23,"K.Nelson (1-52), L.Weaver (65-W), C.Smith (0-H), N.Ramirez (1-H), J.Mantiply 
(3), S.Poppen (1), M.Melancon (2)"
63,2022-06-13,boxscore,ARI,,CIN,L,4,5,,29-34,4,9.5,Minor,Kelly,Strickland,0.1388888889,N,13735.0,0.55,-,,39,36,4,10,1,0,1,4,2,0,2,8,0.219,0.301,0.381,0.683,14,0,0,0,1,0,0,0.321,8,11,Mike Minor,L,44,2022,9.0,159,96,32,15,"M.Kelly (4-41-L), J.Wendelken (1), K.Nelson (0), I.Kennedy (3)"
