Gm#,Date,Boxscore,Tm,Location,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,PA,AB,R.1,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,ROE,IBB,BAbip,LOB,#,Player,T,GmSc,Season
56,2023-05-31,boxscore,ATL,@,OAK,W,4,2,,33-23,1,up 4.0,Shuster,Kaprielian,Iglesias,02:19:00,D,6429.0,1.31,+,,38,34,4,7,1,0,1,4,1,0,3,8,0.256,0.328,0.458,0.786,11,0,1,0,0,0,1,0.24,7,10,James Kaprielian,R,45,2023
57,2023-06-02,boxscore,ATL,@,ARI,L,2,3,,33-24,1,up 3.5,Kelly,Morton,Castro,02:11:00,N,27469.0,1.38,-,,35,32,2,7,1,0,2,2,0,1,3,10,0.255,0.327,0.458,0.785,14,0,0,0,0,0,0,0.25,6,10,Merrill Kelly,R,64,2023
58,2023-06-03,boxscore,ATL,@,ARI,W,5,2,,34-24,1,up 3.5,Strider,Nelson,Iglesias,02:44:00,N,36529.0,1.41,+,,40,34,5,11,2,1,1,4,1,0,5,2,0.257,0.328,0.459,0.787,18,3,0,0,1,0,0,0.313,8,9,Ryne Nelson,R,36,2023
59,2023-06-04,boxscore,ATL,@,ARI,W,8,5,,35-24,1,up 3.5,Minter,Castro,Iglesias,03:13:00,D,32401.0,1.39,++,,43,39,8,14,1,0,2,7,3,0,4,10,0.259,0.33,0.461,0.791,21,2,0,0,0,0,1,0.444,8,10,Zac Gallen,R,49,2023
60,2023-06-06,boxscore,ATL,,NYM,W,6,4,,36-24,1,up 3.0,Elder,Smith,Iglesias,02:38:00,N,37365.0,1.46,+++,,36,32,6,10,3,0,1,6,0,0,3,6,0.259,0.331,0.461,0.792,16,2,1,0,0,0,1,0.36,6,9,Carlos Carrasco,R,41,2023
61,2023-06-07,boxscore,ATL,,NYM,W,7,5,,37-24,1,up 3.0,Anderson,Raley,Minter,02:54:00,N,40178.0,1.36,++++,,38,38,7,14,3,0,2,7,2,0,0,11,0.261,0.332,0.464,0.796,23,0,0,0,0,0,0,0.48,7,10,Max Scherzer,R,37,2023
62,2023-06-08,boxscore,ATL,,NYM,W-wo,13,10,10.0,38-24,1,up 3.5,Iglesias,Hunter,,03:33:00,N,39347.0,1.36,+++++,,51,46,13,19,2,0,5,12,0,0,5,6,0.265,0.335,0.471,0.805,36,2,0,0,0,0,0,0.4,10,10,Justin Verlander,R,26,2023
63,2023-06-09,boxscore,ATL,,WSN,W,3,2,,39-24,1,up 4.5,Yates,Finnegan,Iglesias,02:46:00,N,40297.0,1.25,++++++,,36,32,3,8,0,0,0,3,1,0,4,8,0.264,0.335,0.467,0.802,8,0,0,0,0,0,0,0.333,9,11,Josiah Gray,R,61,2023
64,2023-06-10,boxscore,ATL,,WSN,W,6,4,,40-24,1,up 4.5,Shuster,Gore,Minter,02:22:00,D,40799.0,1.17,+++++++,,33,29,6,6,3,0,2,6,1,0,3,8,0.264,0.334,0.468,0.802,15,0,0,0,1,0,0,0.2,3,9,MacKenzie Gore,L,41,2023
65,2023-06-11,boxscore,ATL,,WSN,L,2,6,,40-25,1,up 3.5,Williams,Elder,,02:23:00,D,36744.0,1.15,-,,37,36,2,9,1,0,1,2,0,0,1,7,0.263,0.333,0.466,0.799,13,0,0,0,0,0,0,0.286,8,9,Trevor Williams,R,50,2023
66,2023-06-12,boxscore,ATL,@,DET,L-wo,5,6,10.0,40-26,1,up 3.5,Lange,Jiménez,,03:07:00,N,18742.0,1.16,--,,42,36,5,8,2,0,1,5,2,0,4,5,0.263,0.333,0.465,0.797,13,1,1,0,1,1,0,0.226,8,12,Mason Englert,R,48,2023
67,2023-06-14,boxscore,ATL,@,DET,W,10,7,,41-26,1,up 4.5,Strider,Olson,,03:12:00,D,,1.23,+,,41,37,10,11,1,0,2,10,2,0,4,6,0.263,0.333,0.465,0.798,18,1,0,0,0,1,0,0.31,4,9,Reese Olson,R,24,2023
68,2023-06-14,boxscore,ATL,@,DET,W,6,5,,42-26,1,up 4.5,McHugh,Lorenzen,Minter,02:22:00,D,24186.0,1.19,++,,38,33,6,10,1,0,3,6,0,1,4,7,0.264,0.334,0.467,0.801,20,2,0,0,1,0,0,0.292,5,9,Michael Lorenzen,R,31,2023
69,2023-06-15,boxscore,ATL,,COL,W,8,3,,43-26,1,up 5.0,Smith-Shawver,Freeland,Tonkin,02:33:00,N,38555.0,1.18,+++,,36,31,8,11,3,0,1,8,0,0,3,4,0.265,0.334,0.468,0.802,17,2,0,0,2,0,0,0.357,4,9,Kyle Freeland,L,15,2023
70,2023-06-16,boxscore,ATL,,COL,W,8,1,,44-26,1,up 5.0,Shuster,Lamet,,02:14:00,N,41214.0,1.15,++++,,34,28,8,7,0,0,3,6,1,0,6,6,0.265,0.335,0.469,0.804,16,3,0,0,0,0,0,0.211,2,9,Dinelson Lamet,R,20,2023
71,2023-06-17,boxscore,ATL,,COL,W,10,2,,45-26,1,up 5.0,Elder,Seabold,,02:31:00,D,41558.0,1.09,+++++,,40,35,10,13,1,0,4,10,1,0,4,5,0.266,0.336,0.473,0.81,26,1,0,0,1,0,0,0.333,6,10,Connor Seabold,R,5,2023
72,2023-06-18,boxscore,ATL,,COL,W,14,6,,46-26,1,up 5.0,Morton,Anderson,,03:01:00,D,41161.0,1.06,++++++,,49,42,14,18,4,0,4,14,0,0,7,8,0.269,0.339,0.479,0.818,34,0,0,0,0,0,0,0.467,11,9,Chase Anderson,R,15,2023
73,2023-06-20,boxscore,ATL,@,PHI,W,4,2,,47-26,1,up 5.5,Strider,Hoffman,Iglesias,02:46:00,N,37746.0,1.19,+++++++,,40,37,4,10,1,0,2,4,1,0,3,9,0.269,0.339,0.479,0.818,17,0,0,0,0,0,0,0.308,9,10,Ranger Suárez,L,65,2023
74,2023-06-22,boxscore,ATL,@,PHI,W,5,1,10.0,48-26,1,up 6.0,Iglesias,Marte,,02:57:00,D,39570.0,1.11,++++++++,,41,37,5,6,2,0,1,3,2,0,4,11,0.268,0.338,0.476,0.814,11,0,0,0,0,1,1,0.2,7,12,Aaron Nola,R,71,2023
75,2023-06-23,boxscore,ATL,@,CIN,L,10,11,,48-27,1,up 6.0,Young,McHugh,Díaz,03:13:00,N,43086.0,0.98,-,,44,41,10,16,2,0,5,10,2,1,3,8,0.27,0.339,0.481,0.821,33,1,0,0,0,0,0,0.393,7,10,Luke Weaver,R,28,2023
76,2023-06-24,boxscore,ATL,@,CIN,W,7,6,,49-27,1,up 6.0,Tonkin,Ashcraft,Iglesias,03:09:00,D,43498.0,1.06,+,,44,39,7,14,2,0,4,7,2,0,3,6,0.271,0.34,0.485,0.825,28,1,1,0,0,0,0,0.345,10,9,Graham Ashcraft,R,20,2023
77,2023-06-25,boxscore,ATL,@,CIN,W,7,6,,50-27,1,up 6.0,Morton,Wynne,Iglesias,03:28:00,D,40140.0,0.95,++,,47,36,7,9,2,1,1,7,3,0,9,5,0.271,0.341,0.484,0.826,16,0,1,0,1,1,0,0.258,13,9,Levi Stoudt,R,38,2023
78,2023-06-26,boxscore,ATL,,MIN,W,4,1,,51-27,1,up 6.5,Strider,Gray,Yates,02:23:00,N,40884.0,0.8,+++,,33,31,4,8,1,0,2,4,0,0,2,7,0.271,0.341,0.484,0.825,15,0,0,0,0,0,0,0.273,5,9,Sonny Gray,R,52,2023
79,2023-06-27,boxscore,ATL,,MIN,W,6,2,,52-27,1,up 6.5,Elder,Ryan,,02:34:00,N,42635.0,0.76,++++,,36,34,6,10,0,1,5,6,0,0,2,8,0.271,0.341,0.488,0.829,27,0,0,0,0,0,0,0.238,6,10,Joe Ryan,R,22,2023
80,2023-06-28,boxscore,ATL,,MIN,W,3,0,,53-27,1,up 6.5,Yates,Maeda,Iglesias,02:24:00,D,38260.0,0.74,+++++,,32,28,3,6,1,0,1,3,2,0,3,8,0.27,0.34,0.487,0.827,10,1,0,0,1,0,0,0.25,5,9,Kenta Maeda,R,51,2023
81,2023-06-30,boxscore,ATL,,MIA,W,16,4,,54-27,1,up 7.0,Soroka,Hoeing,,02:30:00,N,42320.0,1.07,++++++,,42,37,16,14,2,1,6,16,1,1,3,5,0.272,0.342,0.493,0.835,36,0,1,0,1,0,0,0.296,2,10,Bryan Hoeing,R,20,2023
82,2023-07-01,boxscore,ATL,,MIA,W,7,0,,55-27,1,up 8.0,Morton,Pérez,,02:31:00,D,41889.0,0.96,+++++++,,35,33,7,9,5,0,2,7,0,0,1,5,0.272,0.341,0.495,0.836,20,0,1,0,0,0,0,0.269,4,10,Eury Pérez,R,13,2023
83,2023-07-02,boxscore,ATL,,MIA,W,6,3,,56-27,1,up 9.0,Strider,Alcántara,Iglesias,02:32:00,D,40932.0,0.83,++++++++,,35,33,6,9,2,0,3,5,3,0,2,10,0.272,0.341,0.496,0.837,20,0,0,0,0,0,0,0.3,5,10,Sandy Alcantara,R,45,2023
84,2023-07-03,boxscore,ATL,@,CLE,W,4,2,,57-27,1,up 9.0,Elder,Williams,Iglesias,02:26:00,N,38106.0,0.51,+++++++++,,34,32,4,7,1,0,3,4,1,0,2,4,0.271,0.34,0.496,0.836,17,1,0,0,0,0,0,0.16,3,9,Gavin Williams,R,43,2023
85,2023-07-04,boxscore,ATL,@,CLE,L-wo,5,6,10.0,57-28,1,up 8.0,De Los Santos,Iglesias,,03:02:00,N,24808.0,0.46,-,,43,37,5,10,1,0,2,5,1,0,5,9,0.271,0.34,0.496,0.836,17,2,0,0,0,0,0,0.308,9,11,Shane Bieber,R,35,2023
86,2023-07-05,boxscore,ATL,@,CLE,W,8,1,,58-28,1,up 8.0,Tonkin,Quantrill,,02:56:00,N,23862.0,0.52,+,,46,44,8,19,2,0,3,8,1,0,2,8,0.274,0.342,0.499,0.841,30,1,0,0,0,0,0,0.485,11,10,Cal Quantrill,R,24,2023
87,2023-07-07,boxscore,ATL,@,TBR,W,2,1,,59-28,1,up 9.5,Morton,Glasnow,Iglesias,02:19:00,N,25025.0,0.5,++,,32,31,2,2,0,0,1,2,0,0,1,13,0.271,0.34,0.495,0.835,5,0,0,0,0,1,0,0.059,3,9,Tyler Glasnow,R,66,2023
88,2023-07-08,boxscore,ATL,@,TBR,W,6,1,,60-28,1,up 9.5,Strider,Bradley,,02:46:00,N,25025.0,0.44,+++,,39,34,6,7,1,0,1,5,0,0,5,7,0.271,0.339,0.493,0.832,11,1,0,0,0,0,0,0.231,6,10,Taj Bradley,R,43,2023
89,2023-07-09,boxscore,ATL,@,TBR,L,4,10,,60-29,1,up 8.5,Eflin,Elder,,02:29:00,D,25025.0,0.4,-,,35,35,4,9,1,0,1,3,0,0,0,10,0.27,0.338,0.492,0.83,13,1,0,0,0,0,0,0.333,4,9,Zach Eflin,R,56,2023
90,2023-07-14,boxscore,ATL,,CHW,W,9,0,,61-29,1,up 9.5,Morton,Kopech,,02:32:00,N,42782.0,0.43,+,,42,30,9,8,3,0,1,9,1,0,9,5,0.27,0.34,0.492,0.831,14,0,2,0,1,1,0,0.28,9,10,Michael Kopech,R,30,2023
91,2023-07-15,boxscore,ATL,,CHW,L,5,6,,61-30,1,up 9.5,Lynn,Strider,Graveman,02:44:00,N,43344.0,0.33,-,,41,36,5,11,1,1,3,5,2,0,5,11,0.271,0.34,0.493,0.834,23,2,0,0,0,0,0,0.364,9,12,Lance Lynn,R,43,2023
92,2023-07-16,boxscore,ATL,,CHW,L,1,8,,61-31,1,up 9.5,Cease,Allard,,02:44:00,D,40174.0,0.44,--,,36,32,1,5,0,0,0,1,1,0,3,12,0.27,0.339,0.49,0.829,5,0,1,0,0,0,0,0.25,8,11,Dylan Cease,R,60,2023
93,2023-07-18,boxscore,ATL,,ARI,L,13,16,,61-32,1,up 9.5,Castro,Iglesias,Ginkel,03:05:00,N,41100.0,0.46,---,,41,37,13,11,4,0,3,13,1,0,4,5,0.27,0.34,0.492,0.831,24,0,0,0,0,0,0,0.276,1,10,Zach Davies,R,7,2023
94,2023-07-19,boxscore,ATL,,ARI,L,3,5,,61-33,1,up 9.5,Nelson,Morton,Ginkel,02:26:00,N,41992.0,0.54,----,,32,30,3,4,1,1,2,2,0,0,2,6,0.269,0.338,0.491,0.83,13,1,0,0,0,0,0,0.091,2,10,Ryne Nelson,R,67,2023
95,2023-07-20,boxscore,ATL,,ARI,W,7,5,,62-33,1,up10.5,Yates,Castro,Iglesias,02:29:00,D,38791.0,0.57,+,,32,31,7,8,2,1,4,7,0,1,1,5,0.269,0.338,0.494,0.832,24,0,0,0,0,0,0,0.182,1,9,Zac Gallen,R,60,2023
96,2023-07-21,boxscore,ATL,@,MIL,W,6,4,,63-33,1,up11.5,Soroka,Peralta,Yates,02:32:00,N,37698.0,0.54,++,,37,32,6,6,1,0,2,6,0,0,3,11,0.268,0.337,0.493,0.83,13,0,1,0,1,0,0,0.2,4,9,Freddy Peralta,R,33,2023
97,2023-07-22,boxscore,ATL,@,MIL,L,3,4,,63-34,1,up11.5,Payamps,Jiménez,Williams,02:32:00,N,39707.0,0.46,-,,38,33,3,7,0,0,1,3,3,0,5,14,0.267,0.337,0.491,0.828,10,0,0,0,0,0,0,0.333,8,10,Adrian Houser,R,56,2023
98,2023-07-23,boxscore,ATL,@,MIL,W,4,2,,64-34,1,up11.5,Hernández,Peguero,Iglesias,02:35:00,D,38605.0,0.49,+,,34,33,4,7,2,0,2,4,1,1,0,7,0.267,0.336,0.491,0.827,15,0,1,0,0,0,0,0.208,3,10,Julio Teheran,R,67,2023
99,2023-07-25,boxscore,ATL,@,BOS,L,1,7,,64-35,1,up11.0,Pivetta,Morton,,02:54:00,N,36663.0,0.32,-,,38,34,1,9,0,0,0,1,3,0,3,9,0.267,0.336,0.488,0.825,9,1,1,0,0,0,0,0.36,10,10,John Schreiber,R,44,2023
100,2023-07-26,boxscore,ATL,@,BOS,L,3,5,,64-36,1,up10.0,Jacques,Johnson,Jansen,02:29:00,N,37457.0,0.42,--,,35,31,3,6,1,0,1,3,0,1,2,6,0.266,0.336,0.487,0.823,10,2,2,0,0,1,0,0.208,5,11,Brayan Bello,R,54,2023
101,2023-07-28,boxscore,ATL,,MIL,W,10,7,,65-36,1,up10.0,McHugh,Houser,Iglesias,02:55:00,N,42502.0,0.57,+,,42,36,10,15,2,0,3,10,1,0,5,8,0.268,0.337,0.489,0.827,26,1,0,0,1,0,0,0.462,8,9,Adrian Houser,R,23,2023
102,2023-07-29,boxscore,ATL,,MIL,W,11,5,,66-36,1,up11.0,Elder,Teherán,,02:36:00,N,43276.0,0.44,++,,38,35,11,17,4,0,4,11,1,0,1,7,0.27,0.339,0.494,0.833,33,1,0,1,1,0,0,0.52,3,9,Julio Teheran,R,13,2023
103,2023-07-30,boxscore,ATL,,MIL,W,8,6,,67-36,1,up11.5,Yates,Payamps,Iglesias,02:30:00,D,40262.0,0.36,+++,,33,30,8,9,1,0,4,8,1,0,3,10,0.27,0.339,0.496,0.835,22,2,0,0,0,0,0,0.313,1,9,Colin Rea,R,43,2023
104,2023-07-31,boxscore,ATL,,LAA,L,1,4,,67-37,1,up11.0,Silseth,Morton,López,02:36:00,N,41173.0,0.29,-,,34,30,1,4,1,0,1,1,0,0,4,8,0.269,0.338,0.494,0.832,8,1,0,0,0,0,1,0.143,6,9,Chase Silseth,R,61,2023
105,2023-08-01,boxscore,ATL,,LAA,W,5,1,,68-37,1,up11.0,Strider,Sandoval,,02:30:00,N,41777.0,0.35,+,,32,26,5,7,0,0,3,5,0,1,5,7,0.269,0.338,0.495,0.833,16,3,0,0,1,0,0,0.235,3,10,Patrick Sandoval,L,52,2023
106,2023-08-02,boxscore,ATL,,LAA,W,12,5,,69-37,1,up12.0,Chirinos,Giolito,,02:39:00,D,36495.0,0.28,++,,42,34,12,12,3,1,3,12,0,0,6,4,0.27,0.339,0.498,0.837,26,0,1,0,1,0,2,0.321,6,9,Lucas Giolito,R,8,2023
107,2023-08-04,boxscore,ATL,@,CHC,W,8,0,,70-37,1,up12.5,Fried,Hendricks,,02:09:00,D,36225.0,0.25,+++,,39,37,8,11,3,1,3,8,0,0,2,5,0.27,0.339,0.499,0.839,25,1,0,0,0,0,0,0.276,4,9,Kyle Hendricks,R,21,2023
108,2023-08-05,boxscore,ATL,@,CHC,L,6,8,,70-38,1,up11.5,Fulmer,Elder,,03:10:00,D,40201.0,0.17,-,,42,33,6,10,1,0,2,6,2,0,7,7,0.27,0.34,0.499,0.839,17,2,0,0,2,0,0,0.308,9,10,Javier Assad,R,44,2023
109,2023-08-06,boxscore,ATL,@,CHC,L,4,6,,70-39,1,up10.5,Steele,Morton,Alzolay,02:52:00,D,39015.0,0.19,--,,41,36,4,10,2,0,1,4,1,0,4,13,0.27,0.34,0.499,0.839,15,0,1,0,0,1,0,0.409,10,10,Justin Steele,L,41,2023
110,2023-08-07,boxscore,ATL,@,PIT,L,6,7,,70-40,1,up10.0,Mlodzinski,Strider,Bednar,02:51:00,N,14627.0,0.25,---,,39,37,6,10,2,0,1,5,0,0,1,6,0.27,0.34,0.498,0.838,15,0,1,0,0,0,0,0.3,6,11,Osvaldo Bido,R,43,2023
111,2023-08-08,boxscore,ATL,@,PIT,W,8,6,,71-40,1,up10.5,Yates,Bednar,Iglesias,02:58:00,N,15583.0,0.31,+,,46,40,8,14,4,0,2,8,0,0,4,10,0.271,0.341,0.499,0.84,24,1,2,0,0,0,1,0.429,11,13,Mitch Keller,R,41,2023
112,2023-08-09,boxscore,ATL,@,PIT,W,6,5,,72-40,1,up10.5,Johnson,Mlodzinski,Iglesias,03:15:00,N,17639.0,0.23,++,,46,40,6,15,4,0,0,6,1,0,5,14,0.272,0.342,0.499,0.841,19,1,0,0,1,0,2,0.556,13,10,Quinn Priester,R,31,2023
113,2023-08-10,boxscore,ATL,@,PIT,L,5,7,,72-41,1,up 9.5,Hatch,Elder,Holderman,02:46:00,D,16550.0,0.23,-,,40,38,5,12,1,0,2,5,2,0,2,8,0.273,0.342,0.499,0.841,19,1,0,0,0,0,0,0.357,8,9,Bailey Falter,L,31,2023
114,2023-08-11,boxscore,ATL,@,NYM,W,7,0,,73-41,1,up 9.5,Morton,Megill,,02:55:00,N,37339.0,0.27,+,,40,36,7,11,2,0,1,6,0,0,3,5,0.273,0.342,0.498,0.84,16,0,0,0,1,0,0,0.323,6,9,Tylor Megill,R,30,2023
115,2023-08-12,boxscore,ATL,@,NYM,W,21,3,,74-41,1,up11.0,Winans,Reyes,,03:12:00,D,39859.0,0.25,++,,55,48,21,22,5,0,6,21,3,0,6,8,0.275,0.344,0.503,0.848,45,0,1,0,0,0,0,0.471,7,12,Denyi Reyes,R,28,2023
116,2023-08-12,boxscore,ATL,@,NYM,W,6,0,,75-41,1,up11.0,Strider,Quintana,,02:53:00,N,30254.0,0.25,+++,,40,34,6,7,2,0,1,5,2,0,5,6,0.275,0.344,0.502,0.846,12,1,1,0,0,0,0,0.222,7,10,Jose Quintana,L,61,2023
117,2023-08-13,boxscore,ATL,@,NYM,L,6,7,,75-42,1,up11.0,Senga,Chirinos,Ottavino,03:03:00,N,30338.0,0.15,-,,37,34,6,7,2,0,2,6,1,0,3,7,0.274,0.344,0.502,0.845,15,0,0,0,0,0,0,0.2,4,11,Kodai Senga,R,57,2023
118,2023-08-14,boxscore,ATL,,NYY,W,11,3,,76-42,1,up11.5,Fried,Schmidt,,02:50:00,N,42717.0,0.19,+,,44,36,11,15,2,0,2,10,1,0,8,6,0.275,0.345,0.503,0.848,23,3,0,0,0,0,0,0.464,9,9,Clarke Schmidt,R,8,2023
119,2023-08-15,boxscore,ATL,,NYY,W,5,0,,77-42,1,up12.5,Elder,Severino,,02:18:00,N,40454.0,0.15,++,,38,31,5,6,0,0,2,5,0,0,5,9,0.275,0.345,0.502,0.847,12,0,2,0,0,1,0,0.2,9,9,Luis Severino,R,39,2023
120,2023-08-16,boxscore,ATL,,NYY,W,2,0,,78-42,1,up12.5,Morton,Vásquez,Iglesias,02:08:00,N,40743.0,0.12,+++,,29,25,2,3,1,0,1,2,0,1,4,8,0.274,0.345,0.501,0.845,7,1,0,0,0,0,0,0.125,3,9,Randy Vásquez,R,48,2023
121,2023-08-18,boxscore,ATL,,SFG,W,4,0,,79-42,1,up13.5,Strider,Cobb,,02:32:00,N,40688.0,0.1,++++,,40,34,4,10,2,1,0,4,1,0,5,8,0.274,0.345,0.5,0.845,14,0,1,0,0,0,1,0.385,12,9,Alex Cobb,R,38,2023
122,2023-08-19,boxscore,ATL,,SFG,W,6,5,,80-42,1,up13.5,Yates,Rogers,Iglesias,02:25:00,N,42744.0,0.09,+++++,,34,34,6,11,2,0,2,6,0,0,0,8,0.274,0.345,0.5,0.845,19,1,0,0,0,0,0,0.375,4,11,Logan Webb,R,43,2023
123,2023-08-20,boxscore,ATL,,SFG,L,3,4,,80-43,1,up13.5,Doval,Yates,,03:11:00,D,40291.0,0.07,-,,35,32,3,6,0,0,1,2,2,0,3,8,0.274,0.344,0.499,0.843,9,2,0,0,0,1,1,0.217,5,10,Jakob Junis,R,48,2023
124,2023-08-21,boxscore,ATL,,NYM,L,4,10,,80-44,1,up12.5,Bickford,Winans,,03:02:00,N,33216.0,0.08,--,,38,35,4,9,2,0,2,4,0,0,3,11,0.274,0.344,0.499,0.843,17,1,0,0,0,0,0,0.318,7,10,David Peterson,L,36,2023
125,2023-08-22,boxscore,ATL,,NYM,W,3,2,,81-44,1,up12.5,Elder,Megill,Iglesias,02:52:00,N,36841.0,0.12,+,,38,34,3,9,2,0,2,3,2,0,3,8,0.273,0.344,0.499,0.843,17,0,0,1,0,0,0,0.292,11,9,Tylor Megill,R,39,2023
126,2023-08-23,boxscore,ATL,,NYM,W,7,0,,82-44,1,up13.5,Morton,Quintana,,02:35:00,N,35674.0,0.1,++,,36,33,7,12,1,1,1,7,0,1,3,8,0.274,0.345,0.499,0.843,18,2,0,0,0,0,0,0.458,5,9,Jose Quintana,L,32,2023
127,2023-08-25,boxscore,ATL,@,SFG,W,5,1,,83-44,1,up13.5,Strider,Webb,,02:15:00,N,36511.0,0.06,+++,,34,31,5,7,1,1,1,5,2,0,2,3,0.274,0.344,0.498,0.842,13,2,0,0,1,0,0,0.214,2,9,Logan Webb,R,36,2023
128,2023-08-26,boxscore,ATL,@,SFG,W,7,3,,84-44,1,up13.5,Fried,Manaea,,02:41:00,D,36798.0,0.08,++++,,40,33,7,9,2,0,2,7,2,1,4,9,0.274,0.344,0.499,0.843,17,0,1,0,2,0,0,0.292,6,9,Ryan Walker,R,50,2023
129,2023-08-27,boxscore,ATL,@,SFG,L,5,8,,84-45,1,up12.5,Alexander,Shuster,Doval,02:47:00,D,31047.0,0.08,-,,34,32,5,6,2,0,1,5,0,0,2,9,0.273,0.343,0.497,0.841,11,0,0,0,0,0,0,0.227,2,9,Tristan Beck,R,49,2023
130,2023-08-28,boxscore,ATL,@,COL,W,14,4,,85-45,1,up12.5,Elder,Kauffmann,,02:54:00,N,27024.0,0.11,+,,49,43,14,18,5,1,2,13,2,0,5,5,0.275,0.345,0.5,0.844,31,0,0,0,1,1,0,0.432,8,10,Austin Gomber,L,41,2023
131,2023-08-29,boxscore,ATL,@,COL,W,3,1,,86-45,1,up12.5,Morton,Lambert,Iglesias,02:36:00,N,25244.0,0.07,++,,42,40,3,15,2,1,1,3,1,0,1,4,0.276,0.345,0.5,0.845,22,1,1,0,0,0,0,0.4,12,9,Peter Lambert,R,39,2023
132,2023-08-30,boxscore,ATL,@,COL,W,7,3,,87-45,1,up13.5,Vines,Freeland,,02:35:00,N,27425.0,0.1,+++,,39,38,7,12,0,0,3,6,1,0,1,5,0.276,0.345,0.5,0.845,21,1,0,0,0,0,0,0.3,5,9,Kyle Freeland,L,29,2023
133,2023-08-31,boxscore,ATL,@,LAD,W,8,7,,88-45,1,up14.0,Strider,Lynn,Iglesias,02:52:00,N,47623.0,0.07,++++,,40,36,8,9,0,0,3,8,1,0,3,3,0.276,0.345,0.5,0.845,18,1,1,0,0,1,1,0.2,5,9,Lance Lynn,R,20,2023
134,2023-09-01,boxscore,ATL,@,LAD,W,6,3,,89-45,1,up15.0,Fried,Urías,Yates,02:53:00,N,52436.0,0.07,+++++,,40,38,6,14,4,0,3,6,1,1,2,7,0.276,0.345,0.502,0.847,27,3,0,0,0,1,0,0.393,7,9,Julio Urías,L,31,2023
135,2023-09-02,boxscore,ATL,@,LAD,W,4,2,10.0,90-45,1,up16.0,Tonkin,Vesia,Iglesias,02:43:00,N,51470.0,0.03,++++++,,37,33,4,5,0,0,2,4,0,0,4,11,0.276,0.344,0.501,0.845,11,2,0,0,0,0,0,0.15,4,10,Emmet Sheehan,R,55,2023
136,2023-09-03,boxscore,ATL,@,LAD,L,1,3,,90-46,1,up15.0,Miller,Morton,Graterol,02:33:00,D,47499.0,0.02,-,,32,30,1,5,2,0,1,1,0,1,2,6,0.275,0.344,0.5,0.844,10,1,0,0,0,0,0,0.174,4,9,Bobby Miller,R,71,2023
137,2023-09-05,boxscore,ATL,,STL,L,6,10,,90-47,1,up14.5,Mikolas,Soroka,,02:43:00,N,33553.0,0.03,--,,42,38,6,11,2,0,4,6,0,0,4,5,0.275,0.344,0.501,0.845,25,0,0,0,0,0,0,0.241,9,10,Miles Mikolas,R,46,2023
138,2023-09-06,boxscore,ATL,,STL,L,6,11,,90-48,1,up13.5,Hudson,Strider,,02:53:00,N,35514.0,0.02,---,,39,34,6,10,2,0,2,6,0,0,4,3,0.275,0.344,0.501,0.845,18,3,1,0,0,0,0,0.276,6,9,Dakota Hudson,R,32,2023
139,2023-09-07,boxscore,ATL,,STL,W,8,5,,91-48,1,up14.0,Fried,Wainwright,,02:45:00,N,34349.0,0.03,+,,37,34,8,10,1,0,5,8,0,0,3,6,0.275,0.344,0.503,0.847,26,0,0,0,0,0,0,0.217,5,9,Adam Wainwright,R,30,2023
140,2023-09-08,boxscore,ATL,,PIT,W,8,2,,92-48,1,up15.0,Elder,Keller,,02:14:00,N,40452.0,0.03,++,,40,37,8,12,1,0,2,8,0,0,2,9,0.276,0.344,0.503,0.848,19,0,1,0,0,1,0,0.385,8,9,Mitch Keller,R,15,2023
141,2023-09-09,boxscore,ATL,,PIT,L,4,8,,92-49,1,up14.0,Borucki,Dodd,,03:12:00,N,42866.0,0.03,-,,41,38,4,12,0,0,1,4,1,1,2,11,0.276,0.345,0.502,0.847,15,0,1,0,0,0,0,0.423,10,9,Johan Oviedo,R,34,2023
142,2023-09-10,boxscore,ATL,,PIT,W,5,2,,93-49,1,up15.0,Hand,Selby,Iglesias,02:25:00,D,39071.0,0.05,+,,35,31,5,7,0,0,0,5,1,0,4,1,0.276,0.344,0.501,0.845,7,0,0,0,0,0,0,0.233,6,9,Luis Ortiz,R,56,2023
143,2023-09-11,boxscore,ATL,@,PHI,W,10,8,10.0,94-49,1,up15.0,Iglesias,Alvarado,Yates,03:08:00,D,30572.0,0.03,++,,46,40,10,11,5,1,2,9,1,1,4,7,0.276,0.345,0.502,0.846,24,0,2,0,0,0,0,0.29,7,11,Taijuan Walker,R,36,2023
144,2023-09-11,boxscore,ATL,@,PHI,L,5,7,,94-50,1,up15.0,Lorenzen,Wright,Kimbrel,02:43:00,N,27025.0,0.02,-,,37,35,5,7,1,0,3,5,0,0,2,8,0.275,0.344,0.501,0.845,17,1,0,0,0,1,0,0.167,5,10,Michael Lorenzen,R,42,2023
145,2023-09-12,boxscore,ATL,@,PHI,W,7,6,10.0,95-50,1,up16.0,Iglesias,Kimbrel,Hand,03:28:00,N,28683.0,0.03,+,,45,40,7,10,1,0,3,7,0,0,5,8,0.275,0.344,0.501,0.845,20,0,0,0,0,0,0,0.241,9,10,Zack Wheeler,R,30,2023
