Gm#,Date,Boxscore,Tm,Location,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,PA,AB,R.1,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,ROE,IBB,BAbip,LOB,#,Player,T,GmSc,Season,IP,Pit,Str,StL,StS,Pitchers Used (Rest-GameScore-Dec)
14,2022-04-22,boxscore,MIL,@,PHI,L,2,4,,45144,2.0,1,Nelson,Ashby,Knebel,0.1388888889,N,29285.0,1.06,-,,37,30,2,5,1,0,0,2,1,0,5,11,0.205,0.289,0.338,0.627,6,0,0,0,2,0.0,0,0.238,8,11.0,Ranger Suárez,L,53.0,2022,8.0,157.0,104.0,28.0,17.0,"F.Peralta (6-61), A.Ashby (4-L), B.Boxberger (1-BS)"
15,2022-04-23,boxscore,MIL,@,PHI,W,5,3,,45175,2.0,1,Houser,Wheeler,Hader,0.1229166667,D,30612.0,1.04,+,,36,35,5,9,1,0,1,4,2,1,1,9,0.209,0.288,0.34,0.629,13,0,0,0,0,0.0,0,0.32,4,10.0,Zack Wheeler,R,42.0,2022,9.0,117.0,81.0,24.0,13.0,"A.Houser (6-52-W), T.Gott (5-H), D.Williams (2-H), J.Hader (2-S)"
16,2022-04-24,boxscore,MIL,@,PHI,W,1,0,,45205,1.0,Tied,Williams,Knebel,Hader,0.1173611111,N,26175.0,1.08,++,,30,28,1,3,1,0,0,1,0,0,1,10,0.204,0.28,0.329,0.609,4,0,0,0,1,0.0,0,0.158,2,10.0,Aaron Nola,R,83.0,2022,9.0,132.0,87.0,24.0,22.0,"E.Lauer (5-74), B.Boxberger (1), D.Williams (0-W), J.Hader (0-S)"
17,2022-04-25,boxscore,MIL,,SFG,L,2,4,,45206,1.0,Tied,McGee,Cousins,Doval,0.1256944444,N,21186.0,1.11,-,,33,32,2,5,0,0,1,2,0,0,1,9,0.201,0.275,0.325,0.599,8,0,0,0,0,0.0,0,0.182,4,10.0,Sam Long,L,52.0,2022,9.0,150.0,98.0,24.0,31.0,"C.Burnes (5-79), T.Gott (1-BS), J.Cousins (7-L)"
18,2022-04-26,boxscore,MIL,@,PIT,W,12,8,,45237,1.0,up 1.0,Suter,Fletcher,Hader,0.1451388889,N,8493.0,1.15,+,,43,40,12,14,1,1,2,11,2,1,3,7,0.211,0.283,0.342,0.625,23,1,0,0,0,2.0,1,0.387,4,9.0,Mitch Keller,R,37.0,2022,9.0,178.0,113.0,29.0,23.0,"B.Woodruff (5-36), B.Suter (5-W), H.Milner (7), J.Ureña (7), J.Hader (1-S)"
19,2022-04-27,boxscore,MIL,@,PIT,W,3,1,,45267,1.0,up 1.0,Gott,Crowe,Hader,0.1256944444,N,8331.0,1.23,++,,37,32,3,4,1,0,0,3,0,0,4,6,0.207,0.281,0.332,0.613,5,0,1,0,0,0.0,0,0.154,7,9.0,Dillon Peters,L,55.0,2022,9.0,139.0,82.0,31.0,21.0,"A.Ashby (4-64), T.Gott (1-W), B.Boxberger (2-H), D.Williams (2-H), J.Hader 
(0-S)"
20,2022-04-28,boxscore,MIL,@,PIT,W,3,2,,13-7,1.0,up 1.0,Milner,Stratton,Williams,0.1305555556,D,8332.0,1.21,+++,,39,36,3,9,0,0,1,3,0,0,3,13,0.209,0.282,0.332,0.614,12,0,0,0,0,0.0,0,0.364,9,13.0,Jose Quintana,L,64.0,2022,9.0,147.0,98.0,32.0,21.0,"F.Peralta (5-73), B.Boxberger (0-BS), B.Suter (1), H.Milner (1-W), 
D.Williams (0-S)"
21,2022-04-29,boxscore,MIL,,CHC,W,11,1,,14-7,1.0,up 2.0,Houser,Hendricks,,0.1354166667,N,29062.0,1.21,++++,,40,35,11,13,4,0,6,11,1,0,4,8,0.217,0.291,0.367,0.658,35,2,1,0,0,0.0,0,0.333,5,10.0,Kyle Hendricks,R,25.0,2022,9.0,154.0,93.0,26.0,14.0,"A.Houser (5-71-W), H.Milner (0), J.Gustave (10), J.Cousins (3)"
22,2022-04-30,boxscore,MIL,,CHC,W,9,1,,15-7,1.0,up 3.0,Lauer,Steele,,0.1270833333,N,37263.0,1.22,+++++,,41,38,9,12,1,0,3,9,1,0,3,15,0.223,0.295,0.378,0.673,22,0,0,0,0,1.0,0,0.45,8,9.0,Justin Steele,L,36.0,2022,9.0,136.0,89.0,19.0,29.0,"E.Lauer (5-73-W), T.Gott (2), J.Cousins (0)"
23,2022-05-01,boxscore,MIL,,CHC,L,0,2,,15-8,1.0,up 2.0,Stroman,Burnes,Robertson,0.1131944444,D,35137.0,1.26,-,,31,28,0,3,1,0,0,0,0,0,3,9,0.218,0.291,0.369,0.66,4,2,0,0,0,0.0,0,0.158,4,11.0,Marcus Stroman,R,77.0,2022,9.0,129.0,86.0,19.0,21.0,"C.Burnes (5-70-L), B.Suter (2), J.Gustave (1)"
